Gene	cluster
TBL1X	Cluster_22
EGLN3	Cluster_22
MEIS2	Cluster_22
PHLDB1	Cluster_22
SLC44A1	Cluster_22
PIK3C2A	Cluster_22
MAN2A1	Cluster_22
TCF7L2	Cluster_22
HPSE2	Cluster_22
TMTC2	Cluster_22
MMD2	Cluster_22
FAXDC2	Cluster_22
GLUD1	Cluster_22
BCL2	Cluster_22
SPATA6	Cluster_22
FGD4	Cluster_22
TRIM2	Cluster_22
ELMO1	Cluster_22
TRPS1	Cluster_22
ERBIN	Cluster_22
DLC1	Cluster_22
DOCK10	Cluster_22
SLAIN1	Cluster_22
GAB1	Cluster_22
LRRC16A	Cluster_22
SLC25A13	Cluster_22
SGK3	Cluster_22
SH3PXD2B	Cluster_22
PLP1	Cluster_22
HIP1	Cluster_22
TULP3	Cluster_22
POLR2F	Cluster_22
ZNRF3	Cluster_22
FRYL	Cluster_22
ABCA1	Cluster_22
ARAP2	Cluster_22
SNX30	Cluster_22
CPQ	Cluster_22
ENOSF1	Cluster_22
RHOBTB3	Cluster_22
SEMA6A	Cluster_22
STK3	Cluster_22
TRPM3	Cluster_22
LPP	Cluster_22
FNBP1	Cluster_22
ZNF652	Cluster_22
BAZ2B	Cluster_22
GLDN	Cluster_22
BMP2K	Cluster_22
LGI1	Cluster_22
TCF12	Cluster_22
CUEDC1	Cluster_22
GPRC5B	Cluster_22
ZNF521	Cluster_22
TLE1	Cluster_22
FUT8	Cluster_22
DIP2B	Cluster_22
APC	Cluster_22
SEPT7	Cluster_22
DDAH1	Cluster_22
EPS15	Cluster_22
SLC39A11	Cluster_22
PSD3	Cluster_22
GAREM1	Cluster_22
PTPRZ1	Cluster_22
PLEKHG1	Cluster_22
ATG4C	Cluster_22
PXK	Cluster_22
CRB1	Cluster_22
MAP4K4	Cluster_22
LTBP1	Cluster_22
ASAP2	Cluster_22
OPHN1	Cluster_22
ENOX2	Cluster_22
KIF13B	Cluster_22
MXI1	Cluster_22
SNTA1	Cluster_22
LDLRAD3	Cluster_22
NEK7	Cluster_22
ANKDD1A	Cluster_22
SFXN5	Cluster_22
ADAMTS17	Cluster_22
LRRC3B	Cluster_22
HS3ST5	Cluster_22
TTYH1	Cluster_22
RFX2	Cluster_22
PRUNE2	Cluster_22
LAMP2	Cluster_22
PREX1	Cluster_22
SPRED1	Cluster_22
SLC24A2	Cluster_22
FERMT2	Cluster_22
CACHD1	Cluster_22
ZNF462	Cluster_22
ITGAV	Cluster_22
SGK1	Cluster_22
EGFR	Cluster_22
CDK5RAP2	Cluster_22
GRM3	Cluster_22
DNAJC6	Cluster_22
RASSF8	Cluster_22
TESK2	Cluster_22
SHTN1	Cluster_22
STARD13	Cluster_22
ADD3	Cluster_22
BBS2	Cluster_22
KLHL32	Cluster_22
JARID2	Cluster_22
CHKA	Cluster_22
CST3	Cluster_22
SCD5	Cluster_22
PRKCA	Cluster_22
SORCS2	Cluster_22
MAP4	Cluster_22
ZMAT1	Cluster_22
SLC9A9	Cluster_22
ZFYVE16	Cluster_22
RYBP	Cluster_22
APOE	Cluster_22
RIN2	Cluster_22
SYNJ2	Cluster_22
TPCN1	Cluster_22
DLG1	Cluster_22
CSGALNACT1	Cluster_22
ZNF536	Cluster_22
FOXN2	Cluster_22
ADIPOR2	Cluster_22
WASF3	Cluster_22
PELI2	Cluster_22
FIGN	Cluster_22
NEO1	Cluster_22
SRGAP1	Cluster_22
KLF7	Cluster_22
ZNF644	Cluster_22
SCARB2	Cluster_22
NASP	Cluster_22
PARD3	Cluster_22
KAT2B	Cluster_22
TTLL7	Cluster_22
DDX17	Cluster_22
MYO6	Cluster_22
CLYBL	Cluster_22
CAMKMT	Cluster_22
MCC	Cluster_22
CHPT1	Cluster_22
PCSK5	Cluster_22
FKBP5	Cluster_22
PRTFDC1	Cluster_22
ARHGAP21	Cluster_22
SFMBT2	Cluster_22
NPC1	Cluster_22
INTU	Cluster_22
CDHR3	Cluster_22
CDC14B	Cluster_22
KIF13A	Cluster_22
ASPH	Cluster_22
GPR75-ASB3	Cluster_22
DNAH7	Cluster_22
ARHGAP5	Cluster_22
PTBP2	Cluster_22
PDE1C	Cluster_22
CAMK2G	Cluster_22
CPE	Cluster_22
ZEB2	Cluster_22
NAALADL2	Cluster_22
LGR4	Cluster_22
TSC22D2	Cluster_22
TET2	Cluster_22
ZNF280D	Cluster_22
SNX29	Cluster_22
FGGY	Cluster_22
SEMA4D	Cluster_22
SPEN	Cluster_22
ADD1	Cluster_22
ARHGEF4	Cluster_22
PICALM	Cluster_22
ATF7IP	Cluster_22
ANO4	Cluster_22
QDPR	Cluster_22
AHCYL2	Cluster_22
SLC27A1	Cluster_22
CEP85L	Cluster_22
NSMCE2	Cluster_22
EDIL3	Cluster_22
CRADD	Cluster_22
CDK19	Cluster_22
TECPR2	Cluster_22
FYN	Cluster_22
PLPP1	Cluster_22
SLF2	Cluster_22
PDE7B	Cluster_22
C1QTNF3-AMACR	Cluster_22
NSRP1	Cluster_22
BBX	Cluster_22
PSEN1	Cluster_22
DPF3	Cluster_22
RORB	Cluster_22
PLCL1	Cluster_22
C10orf11	Cluster_22
KIAA1958	Cluster_22
RALGAPA2	Cluster_22
MEGF9	Cluster_22
MAP4K5	Cluster_22
OTUD7B	Cluster_22
APPL2	Cluster_22
PRKD1	Cluster_22
MAST4	Cluster_22
PSME4	Cluster_22
ABLIM1	Cluster_22
MAP3K5	Cluster_22
MTMR2	Cluster_22
EPN2	Cluster_22
GPD2	Cluster_22
GNAO1	Cluster_22
GAB2	Cluster_22
LMO3	Cluster_22
FARP2	Cluster_22
ALCAM	Cluster_22
FRS2	Cluster_22
NCAN	Cluster_22
PTPN13	Cluster_22
ZNF438	Cluster_22
AATK	Cluster_22
LPGAT1	Cluster_22
TEAD1	Cluster_22
MVB12B	Cluster_22
EVA1C	Cluster_22
RBPJ	Cluster_22
RTN4	Cluster_22
SKIV2L2	Cluster_22
LYPLAL1	Cluster_22
DPH6	Cluster_22
ZHX3	Cluster_22
LSM14A	Cluster_22
STRN	Cluster_22
CLIP4	Cluster_22
REPS1	Cluster_22
PPP1R9A	Cluster_22
AFF1	Cluster_22
CTBP2	Cluster_22
SYT17	Cluster_22
ARID2	Cluster_22
WDFY2	Cluster_22
SPAG9	Cluster_22
NAP1L4	Cluster_22
SLC22A15	Cluster_22
DOCK7	Cluster_22
APBB2	Cluster_22
SOX6	Cluster_22
MOB3B	Cluster_22
KDM6A	Cluster_22
ERCC6L2	Cluster_22
TDRD3	Cluster_22
COMMD10	Cluster_22
VMP1	Cluster_22
ARID1A	Cluster_22
TRAK1	Cluster_22
EPHB1	Cluster_22
OLFM2	Cluster_22
SPOCK3	Cluster_22
ACYP2	Cluster_22
ELL2	Cluster_22
C1orf21	Cluster_22
DENND1A	Cluster_22
SH3D19	Cluster_22
DENND5A	Cluster_22
FAR1	Cluster_22
RSRC1	Cluster_22
SCGB2B2	Cluster_22
NFE2L2	Cluster_22
SERINC5	Cluster_22
SLCO3A1	Cluster_22
ITSN1	Cluster_22
LANCL1	Cluster_22
IQGAP1	Cluster_22
METTL15	Cluster_22
TOM1L2	Cluster_22
BCKDHB	Cluster_22
SEC14L1	Cluster_22
TMEM135	Cluster_22
PDCD6IP	Cluster_22
ANKRD44	Cluster_22
AHCYL1	Cluster_22
DGKG	Cluster_22
IGF1R	Cluster_22
APPBP2	Cluster_22
RAB30	Cluster_22
IGSF11	Cluster_22
MBNL2	Cluster_22
TBL1XR1	Cluster_22
SEMA4B	Cluster_22
KLHL24	Cluster_22
MED13	Cluster_22
FCHSD2	Cluster_22
BAALC	Cluster_22
CALD1	Cluster_22
ARGLU1	Cluster_22
PHYHIPL	Cluster_22
FAM19A4	Cluster_23
PLEKHH2	Cluster_23
CA8	Cluster_23
ADAM12	Cluster_23
SDK1	Cluster_23
ZNF385D	Cluster_23
SLC9A9	Cluster_23
ALK	Cluster_23
TMEM132C	Cluster_23
THSD7A	Cluster_23
ANK1	Cluster_23
RYR1	Cluster_23
COL12A1	Cluster_23
ITGA8	Cluster_23
KCNAB1	Cluster_23
MYO16	Cluster_23
FGF13	Cluster_23
PLCXD3	Cluster_23
MYO1B	Cluster_23
ZNF536	Cluster_23
CNTNAP3B	Cluster_23
HS6ST2	Cluster_23
RUNX2	Cluster_23
TENM1	Cluster_23
LHFPL3	Cluster_23
COL21A1	Cluster_23
CALN1	Cluster_23
TRPC4	Cluster_23
VWC2	Cluster_23
CNTNAP3	Cluster_23
OSBPL3	Cluster_23
ADAMTS17	Cluster_23
GULP1	Cluster_23
BCL11B	Cluster_23
ADCY8	Cluster_23
RASSF8	Cluster_23
COL4A2	Cluster_23
ZNF804A	Cluster_23
RBMS1	Cluster_23
TMTC1	Cluster_23
MB21D2	Cluster_23
PLD5	Cluster_23
KIAA1456	Cluster_23
MTUS1	Cluster_23
KIAA1211	Cluster_23
OPRD1	Cluster_23
GSG1L	Cluster_23
FAM110B	Cluster_23
SVIL	Cluster_23
SRGAP1	Cluster_23
FSTL5	Cluster_23
SFMBT2	Cluster_23
ADRBK2	Cluster_23
GABRD	Cluster_23
ZNF804B	Cluster_23
NCALD	Cluster_23
SLC35F4	Cluster_23
CFAP161	Cluster_23
EPB41	Cluster_23
MARCH11	Cluster_23
SAMD5	Cluster_23
TIAM1	Cluster_23
SLC24A3	Cluster_23
CSMD2	Cluster_23
SNRPN	Cluster_23
NETO2	Cluster_23
FAM78B	Cluster_23
GNAL	Cluster_23
TRPS1	Cluster_23
KCNC1	Cluster_23
HCN1	Cluster_23
SLC6A1	Cluster_23
SCN1A	Cluster_23
PNKD	Cluster_23
DHX32	Cluster_23
VSTM2A	Cluster_23
DOK5	Cluster_23
EDIL3	Cluster_23
CCDC136	Cluster_23
SLC38A1	Cluster_23
REEP5	Cluster_23
TOX3	Cluster_23
OSBPL6	Cluster_23
PLEKHA1	Cluster_23
PTCHD4	Cluster_23
PTPN13	Cluster_23
TOX	Cluster_23
DLGAP4	Cluster_23
DNER	Cluster_23
CACNG2	Cluster_23
PARM1	Cluster_23
CPLX1	Cluster_23
MTSS1	Cluster_23
FAR2	Cluster_23
ANKS1A	Cluster_23
GALNT7	Cluster_23
KLHL5	Cluster_23
ANO4	Cluster_23
COL11A1	Cluster_23
SEZ6L	Cluster_23
HDAC5	Cluster_23
PPARGC1A	Cluster_23
AJAP1	Cluster_23
SYT17	Cluster_23
STXBP6	Cluster_23
FGD4	Cluster_23
MCTP1	Cluster_23
KCNMB4	Cluster_23
KIAA0319	Cluster_23
PKNOX2	Cluster_23
GRIN2D	Cluster_23
GHR	Cluster_23
ME3	Cluster_23
SYT14	Cluster_23
KCNT1	Cluster_23
KCNC2	Cluster_23
NHS	Cluster_23
DGKD	Cluster_23
MAST4	Cluster_23
FMN1	Cluster_23
LDLRAD3	Cluster_23
DCX	Cluster_23
TEAD1	Cluster_23
SLC8A3	Cluster_23
KCNJ3	Cluster_23
ATP1B1	Cluster_23
SPECC1	Cluster_23
ELMO1	Cluster_23
HMP19	Cluster_23
RTN4RL1	Cluster_23
ADCY1	Cluster_23
TCAIM	Cluster_23
RALGPS2	Cluster_23
SLIT2	Cluster_23
IQSEC3	Cluster_23
HDAC9	Cluster_23
AFAP1	Cluster_23
NYAP2	Cluster_23
OSBPL8	Cluster_23
LRRTM3	Cluster_23
PAM	Cluster_23
CPSF6	Cluster_23
MICAL2	Cluster_23
ASAP1	Cluster_23
ZEB2	Cluster_23
CNNM1	Cluster_23
INPP4B	Cluster_23
SLC23A2	Cluster_23
CYFIP1	Cluster_23
DENND2A	Cluster_23
GAB2	Cluster_23
PPP3CC	Cluster_23
GABRA1	Cluster_23
OSBPL10	Cluster_23
PKP4	Cluster_23
SH3PXD2A	Cluster_23
CTTNBP2	Cluster_23
NAPEPLD	Cluster_23
RP11-701H24.9	Cluster_23
RNF175	Cluster_23
TCF12	Cluster_23
PLXNA4	Cluster_23
SETBP1	Cluster_23
DOCK9	Cluster_23
PRICKLE2	Cluster_23
SUSD4	Cluster_23
KLF12	Cluster_23
NOL4	Cluster_23
SH3RF3	Cluster_23
TTLL5	Cluster_23
WWP1	Cluster_23
SH3TC2	Cluster_24
CD9	Cluster_24
CD22	Cluster_24
MOBP	Cluster_24
MAL	Cluster_24
EMC10	Cluster_24
PLLP	Cluster_24
MOG	Cluster_24
RNF220	Cluster_24
ST18	Cluster_24
CREB5	Cluster_24
PLEKHG3	Cluster_24
TF	Cluster_24
FRMD4B	Cluster_24
PHLDB1	Cluster_24
HHIP	Cluster_24
OPALIN	Cluster_24
FA2H	Cluster_24
KCNH8	Cluster_24
PTN	Cluster_24
FAM107B	Cluster_24
FGFR2	Cluster_24
PLEKHH1	Cluster_24
LPAR1	Cluster_24
GSN	Cluster_24
MBP	Cluster_24
KANK1	Cluster_24
TFEB	Cluster_24
CLMN	Cluster_24
KCNK10	Cluster_24
FRY	Cluster_24
FUT8	Cluster_24
SLC44A1	Cluster_24
CLIC4	Cluster_24
DOCK10	Cluster_24
ENPP2	Cluster_24
SEPT7	Cluster_24
SEMA4D	Cluster_24
POLR2F	Cluster_24
ZNF536	Cluster_24
SH3GL3	Cluster_24
SH3D19	Cluster_24
PSD3	Cluster_24
MOB3B	Cluster_24
SLC24A2	Cluster_24
BCAS1	Cluster_24
TMEM144	Cluster_24
COL4A5	Cluster_24
SLAIN1	Cluster_24
TRIM2	Cluster_24
TCF12	Cluster_24
ERBIN	Cluster_24
PALM2	Cluster_24
NFASC	Cluster_24
SCD5	Cluster_24
TTLL7	Cluster_24
WIPF1	Cluster_24
KIAA1462	Cluster_24
AGPAT4	Cluster_24
PIP4K2A	Cluster_24
FAM126A	Cluster_24
KCTD8	Cluster_24
KIAA1324L	Cluster_24
DLG1	Cluster_24
ST6GALNAC3	Cluster_24
GAB1	Cluster_24
FAM124A	Cluster_24
CTNNA3	Cluster_24
PHLPP1	Cluster_24
ZEB2	Cluster_24
KIF13B	Cluster_24
PIK3C2B	Cluster_24
OSBPL1A	Cluster_24
HIPK2	Cluster_24
C9orf3	Cluster_24
ANO4	Cluster_24
DAAM2	Cluster_24
C10orf90	Cluster_24
MYO1D	Cluster_24
FCHSD2	Cluster_24
SGK1	Cluster_24
CERCAM	Cluster_24
VSTM2B	Cluster_24
FRYL	Cluster_24
CHD7	Cluster_24
ZNF608	Cluster_24
PDE8A	Cluster_24
DNAJC6	Cluster_24
PLEKHG1	Cluster_24
COLGALT2	Cluster_24
RYBP	Cluster_24
CDC14B	Cluster_24
LUZP2	Cluster_24
SYNJ2	Cluster_24
KIAA0930	Cluster_24
DEPTOR	Cluster_24
BAZ2B	Cluster_24
FBN1	Cluster_24
COBL	Cluster_24
SLC22A15	Cluster_24
FUT9	Cluster_24
ZNF365	Cluster_24
RAP1A	Cluster_24
KLHL32	Cluster_24
EFCAB11	Cluster_24
NCOA7	Cluster_24
PIP5K1B	Cluster_24
RRAS2	Cluster_24
TMEFF2	Cluster_24
KIF13A	Cluster_24
EDIL3	Cluster_24
PPP2R3A	Cluster_24
DIP2B	Cluster_24
MEGF9	Cluster_24
CECR2	Cluster_24
PHYHIPL	Cluster_24
RBPJ	Cluster_24
ANKRD44	Cluster_24
LPGAT1	Cluster_24
SLC12A2	Cluster_24
TMTC2	Cluster_24
PDE4DIP	Cluster_24
ZHX2	Cluster_24
COL16A1	Cluster_24
MAP4K4	Cluster_24
RP11-654K19.6	Cluster_24
ARAP2	Cluster_24
WSB1	Cluster_24
ZBTB20	Cluster_24
RAB2A	Cluster_24
DNAJB2	Cluster_24
EPS15	Cluster_24
PLEKHA1	Cluster_24
IQGAP1	Cluster_24
DOCK9	Cluster_24
BIN1	Cluster_24
ABLIM2	Cluster_24
HNRNPDL	Cluster_24
FNBP1	Cluster_24
LRRFIP2	Cluster_24
SLC1A2	Cluster_3
SLC1A3	Cluster_3
ADGRV1	Cluster_3
HPSE2	Cluster_3
RANBP3L	Cluster_3
TPD52L1	Cluster_3
ACSS1	Cluster_3
SLC25A18	Cluster_3
ATP1A2	Cluster_3
STON2	Cluster_3
HIF3A	Cluster_3
SLCO1C1	Cluster_3
ETNPPL	Cluster_3
ACSBG1	Cluster_3
PRDM16	Cluster_3
PAPLN	Cluster_3
GNA14	Cluster_3
GPC5	Cluster_3
PAMR1	Cluster_3
NHSL1	Cluster_3
PREX2	Cluster_3
GLI3	Cluster_3
CDH20	Cluster_3
CABLES1	Cluster_3
PITPNC1	Cluster_3
PRODH	Cluster_3
ACACB	Cluster_3
NKAIN3	Cluster_3
BMPR1B	Cluster_3
FGFR3	Cluster_3
EYA2	Cluster_3
ZNF98	Cluster_3
PARD3B	Cluster_3
MSI2	Cluster_3
SLC4A4	Cluster_3
COL5A3	Cluster_3
RP11-281A20.3	Cluster_3
GRAMD3	Cluster_3
LIFR	Cluster_3
RGS20	Cluster_3
MERTK	Cluster_3
ZBTB20	Cluster_3
TRPM3	Cluster_3
ATP13A4	Cluster_3
ARHGAP24	Cluster_3
FBXL7	Cluster_3
ZNRF3	Cluster_3
GLIS3	Cluster_3
FAM189A2	Cluster_3
RYR3	Cluster_3
PON2	Cluster_3
GRAMD1C	Cluster_3
NDRG2	Cluster_3
SHROOM3	Cluster_3
NFIA	Cluster_3
PLPP3	Cluster_3
STK33	Cluster_3
ARHGAP31	Cluster_3
ITPR2	Cluster_3
ITPKB	Cluster_3
ACSS3	Cluster_3
PARD3	Cluster_3
LRP4	Cluster_3
TCF7L2	Cluster_3
MYO10	Cluster_3
MMD2	Cluster_3
LRRC16A	Cluster_3
RFX4	Cluster_3
SPON1	Cluster_3
MAML2	Cluster_3
OPHN1	Cluster_3
ZFHX4	Cluster_3
PHF21B	Cluster_3
TRPS1	Cluster_3
SPARCL1	Cluster_3
C1orf61	Cluster_3
AHCYL2	Cluster_3
DOCK1	Cluster_3
SASH1	Cluster_3
MEIS2	Cluster_3
PDLIM5	Cluster_3
NPL	Cluster_3
FOXO1	Cluster_3
SFXN5	Cluster_3
RFTN2	Cluster_3
ZSWIM6	Cluster_3
FGD4	Cluster_3
PIK3C2A	Cluster_3
MGST1	Cluster_3
FGFR2	Cluster_3
KANK1	Cluster_3
ANKDD1A	Cluster_3
GLUL	Cluster_3
FNBP1	Cluster_3
TPCN1	Cluster_3
ACOT11	Cluster_3
GLUD1	Cluster_3
CHPT1	Cluster_3
RHOBTB3	Cluster_3
PRKCA	Cluster_3
SLC39A11	Cluster_3
LPP	Cluster_3
DOCK5	Cluster_3
PTPRZ1	Cluster_3
CSGALNACT1	Cluster_3
GPR75-ASB3	Cluster_3
BCL2	Cluster_3
ZHX2	Cluster_3
CRB1	Cluster_3
BMP2K	Cluster_3
DNAH7	Cluster_3
NCKAP5	Cluster_3
MAP3K5	Cluster_3
ASPH	Cluster_3
LRIG1	Cluster_3
ABLIM1	Cluster_3
PTN	Cluster_3
FYN	Cluster_3
APC	Cluster_3
APOE	Cluster_3
ZHX3	Cluster_3
DLC1	Cluster_3
PHLPP1	Cluster_3
LGI1	Cluster_3
SH3RF1	Cluster_3
PDE7B	Cluster_3
CPQ	Cluster_3
CACHD1	Cluster_3
ADD3	Cluster_3
CPE	Cluster_3
KCNN3	Cluster_3
AHCYL1	Cluster_3
CAMK2G	Cluster_3
MAPK4	Cluster_3
PSD3	Cluster_3
DGKG	Cluster_3
DDAH1	Cluster_3
REPS1	Cluster_3
WASF3	Cluster_3
EPS15	Cluster_3
GAREM1	Cluster_3
PCSK5	Cluster_3
SGK3	Cluster_3
GRM3	Cluster_3
BAZ2B	Cluster_3
ZFHX3	Cluster_3
MAST4	Cluster_3
JARID2	Cluster_3
LHFP	Cluster_3
KAT2B	Cluster_3
CDHR3	Cluster_3
FUT9	Cluster_3
SFMBT2	Cluster_3
ARHGEF4	Cluster_3
SOX6	Cluster_3
FAM184A	Cluster_3
ARHGAP5	Cluster_3
EEF2K	Cluster_3
BBS2	Cluster_3
EPHB1	Cluster_3
ECHDC2	Cluster_3
ABI1	Cluster_3
ESRRG	Cluster_3
STARD13	Cluster_3
MYO6	Cluster_3
AFF1	Cluster_3
OLFM2	Cluster_3
RORB	Cluster_3
SORCS2	Cluster_3
TRAK1	Cluster_3
RALGAPA2	Cluster_3
DOCK7	Cluster_3
PRKD1	Cluster_3
TMEM241	Cluster_3
BAALC	Cluster_3
KIAA1958	Cluster_3
NFIB	Cluster_3
CTDSPL	Cluster_3
DDX17	Cluster_3
CHKA	Cluster_3
PER3	Cluster_3
ITSN1	Cluster_3
C1orf21	Cluster_3
LMO3	Cluster_3
NFAT5	Cluster_3
KIAA1671	Cluster_3
NAALADL2	Cluster_3
NEO1	Cluster_3
MED12L	Cluster_3
LPIN1	Cluster_3
TEAD1	Cluster_3
HIBCH	Cluster_3
ERBIN	Cluster_3
PTPN13	Cluster_3
ARAP2	Cluster_3
FARP1	Cluster_3
CEP85L	Cluster_3
FAM171B	Cluster_3
ZNF518A	Cluster_3
NT5C2	Cluster_3
TOX	Cluster_3
FOXN3	Cluster_3
MAP4	Cluster_3
TOM1L2	Cluster_3
SPTBN1	Cluster_3
PLPP1	Cluster_3
GABRA2	Cluster_3
MAP4K4	Cluster_3
TAOK3	Cluster_3
RFX3	Cluster_3
ARHGEF12	Cluster_3
C14orf37	Cluster_3
CLIP1	Cluster_3
BRINP3	Cluster_3
KLF12	Cluster_3
PDE3B	Cluster_3
TTC28	Cluster_3
STXBP5	Cluster_3
SEPT7	Cluster_3
CKB	Cluster_3
CLEC16A	Cluster_3
DCLK2	Cluster_3
POU2F1	Cluster_3
PPP1R9A	Cluster_3
CEP350	Cluster_3
FAM171A1	Cluster_3
ADD1	Cluster_3
KMT2C	Cluster_3
CLASP1	Cluster_3
OSBPL6	Cluster_3
DENND1A	Cluster_3
RABGAP1	Cluster_3
NCKAP1	Cluster_3
CPEB4	Cluster_3
SON	Cluster_3
SMARCA2	Cluster_3
ASAP1	Cluster_3
ACYP2	Cluster_3
ST7	Cluster_3
SCD5	Cluster_3
NSMCE2	Cluster_3
FOXO3	Cluster_3
FAT3	Cluster_3
SPAG9	Cluster_3
PHACTR3	Cluster_3
EPC1	Cluster_3
FLRT2	Cluster_3
GARNL3	Cluster_3
HMGB1	Cluster_3
LRRK1	Cluster_4
CLSTN2	Cluster_4
NRG1	Cluster_4
HS3ST2	Cluster_4
CPNE4	Cluster_4
CADPS2	Cluster_4
RBFOX3	Cluster_4
HS3ST4	Cluster_4
FSTL4	Cluster_4
RXFP1	Cluster_4
SORCS1	Cluster_4
IL1RAPL2	Cluster_4
SLC22A10	Cluster_4
PTPRT	Cluster_4
STX1A	Cluster_4
RAP1GAP	Cluster_4
GABRG3	Cluster_4
ANKRD33B	Cluster_4
CABP1	Cluster_4
XYLT1	Cluster_4
RORB	Cluster_4
SV2B	Cluster_4
CNTN3	Cluster_4
ELAVL4	Cluster_4
CAMK2D	Cluster_4
SLIT1	Cluster_4
ANO3	Cluster_4
PRKAG2	Cluster_4
BMPER	Cluster_4
POU6F2	Cluster_4
RAP1GAP2	Cluster_4
FOXP2	Cluster_4
ZNF385B	Cluster_4
PDE1C	Cluster_4
CCDC85A	Cluster_4
GRM8	Cluster_4
SYNDIG1	Cluster_4
CDH10	Cluster_4
DNAH6	Cluster_4
SLIT3	Cluster_4
PPP2R2C	Cluster_4
SRRM4	Cluster_4
SYT7	Cluster_4
KCNB2	Cluster_4
LINGO1	Cluster_4
TSHZ2	Cluster_4
ARL15	Cluster_4
RAB40C	Cluster_4
KHDRBS3	Cluster_4
ZFYVE28	Cluster_4
CES4A	Cluster_4
FMN1	Cluster_4
PID1	Cluster_4
BCL11A	Cluster_4
SSBP3	Cluster_4
CERS4	Cluster_4
MEIS3	Cluster_4
SH3GL2	Cluster_4
KIAA1211L	Cluster_4
TTC39C	Cluster_4
NOS1AP	Cluster_4
IQSEC1	Cluster_4
MICAL2	Cluster_4
ABLIM2	Cluster_4
PRKAR1B	Cluster_4
NCALD	Cluster_4
SORCS2	Cluster_4
SIDT1	Cluster_4
ADD2	Cluster_4
DGKZ	Cluster_4
MYRIP	Cluster_4
FAM189A1	Cluster_4
NDST3	Cluster_4
SLC35F3	Cluster_4
SNCA	Cluster_4
TMEM117	Cluster_4
COL26A1	Cluster_4
EML6	Cluster_4
KCNQ2	Cluster_4
FOXP1	Cluster_4
MAP1B	Cluster_4
PKD1	Cluster_4
EPHA5	Cluster_4
PRUNE2	Cluster_4
CDH8	Cluster_4
KCNMB4	Cluster_4
GPC6	Cluster_4
MYO5A	Cluster_4
PDE10A	Cluster_4
EVL	Cluster_4
PEX5L	Cluster_4
LRFN2	Cluster_4
PGBD5	Cluster_4
PRICKLE1	Cluster_4
RAB11FIP4	Cluster_4
NCOR2	Cluster_4
DNAJC1	Cluster_4
PKNOX2	Cluster_4
ARMC9	Cluster_4
PAK1	Cluster_4
SORCS3	Cluster_4
BRINP3	Cluster_4
VPS13A	Cluster_4
KNDC1	Cluster_4
ICA1	Cluster_4
ABCA3	Cluster_4
CCDC64	Cluster_4
MYO5B	Cluster_5
NXPH1	Cluster_5
TMEM132C	Cluster_5
BTBD11	Cluster_5
KIAA1217	Cluster_5
GAD2	Cluster_5
ANK1	Cluster_5
PTPRM	Cluster_5
KCNAB1	Cluster_5
ZNF385D	Cluster_5
GRIP2	Cluster_5
SLIT2	Cluster_5
ADCY8	Cluster_5
ZNF536	Cluster_5
KCNC2	Cluster_5
MYO16	Cluster_5
ALK	Cluster_5
GAD1	Cluster_5
SNRPN	Cluster_5
KIF26B	Cluster_5
ANO4	Cluster_5
ADAMTS17	Cluster_5
VWC2	Cluster_5
GRIK3	Cluster_5
CNTNAP3B	Cluster_5
PTCHD4	Cluster_5
KLF12	Cluster_5
ZMAT4	Cluster_5
OSBPL3	Cluster_5
TENM1	Cluster_5
CNTNAP3	Cluster_5
KLHL5	Cluster_5
SOX6	Cluster_5
ZNF804A	Cluster_5
SDK1	Cluster_5
GABRG3	Cluster_5
SPOCK3	Cluster_5
SAMD5	Cluster_5
SLC9A9	Cluster_5
TENM3	Cluster_5
TRPC5	Cluster_5
NHS	Cluster_5
PAM	Cluster_5
SETBP1	Cluster_5
CACNB4	Cluster_5
SRRM4	Cluster_5
LUZP2	Cluster_5
FAM78B	Cluster_5
OSBPL10	Cluster_5
SCN1A	Cluster_5
SGCZ	Cluster_5
PLXNA4	Cluster_5
SH3RF3	Cluster_5
FGF13	Cluster_5
ELAVL2	Cluster_5
LRRFIP1	Cluster_5
NDST3	Cluster_5
FMN1	Cluster_5
FAM189A1	Cluster_5
KCNT1	Cluster_5
RASGRF2	Cluster_5
DSCAML1	Cluster_5
KCNC1	Cluster_5
ETV6	Cluster_5
GPC6	Cluster_5
PLD5	Cluster_5
CACNG2	Cluster_5
FAM135B	Cluster_5
FAR2	Cluster_5
KIAA1211	Cluster_5
TIAM1	Cluster_5
MTSS1	Cluster_5
TSHZ3	Cluster_5
SUPT3H	Cluster_5
SLC8A3	Cluster_5
SLC4A7	Cluster_5
GALNT7	Cluster_5
FHOD3	Cluster_5
SLC44A5	Cluster_5
SRRM3	Cluster_5
HCN1	Cluster_5
CORO6	Cluster_5
SCAMP5	Cluster_5
ANKS1A	Cluster_5
SRGAP2C	Cluster_5
SLC6A1	Cluster_5
MYRIP	Cluster_5
INPP4B	Cluster_5
RAB3C	Cluster_5
LPP	Cluster_5
PKNOX2	Cluster_5
CLIP4	Cluster_5
SIPA1L3	Cluster_5
ABAT	Cluster_5
TCF12	Cluster_5
NAV1	Cluster_5
CLEC16A	Cluster_5
STXBP6	Cluster_5
GNAL	Cluster_5
NCALD	Cluster_5
MROH1	Cluster_5
NCOA2	Cluster_5
ADCY1	Cluster_5
SERPINI1	Cluster_5
RASA1	Cluster_5
DLGAP4	Cluster_5
SH3PXD2A	Cluster_5
