Gene	cluster
COMMD10	OPC_L1-6_PDGFRA_NA
FYN	OPC_L1-6_PDGFRA_NA
CALD1	OPC_L1-6_PDGFRA_NA
TENM1	OPC_L1-6_PDGFRA_NA
NAPEPLD	OPC_L1-6_PDGFRA_NA
PSEN1	OPC_L1-6_PDGFRA_NA
DENND2A	OPC_L1-6_PDGFRA_NA
MAP4K5	OPC_L1-6_PDGFRA_NA
PLP1	OPC_L1-6_PDGFRA_NA
ZFYVE16	OPC_L1-6_PDGFRA_NA
CSMD2	OPC_L1-6_PDGFRA_NA
PIK3R1	OPC_L1-6_PDGFRA_NA
PPM1B	OPC_L1-6_PDGFRA_NA
ADD3	OPC_L1-6_PDGFRA_NA
ARHGAP21	OPC_L1-6_PDGFRA_NA
GNPTAB	OPC_L1-6_PDGFRA_NA
ZEB2	OPC_L1-6_PDGFRA_NA
NCALD	OPC_L1-6_PDGFRA_NA
KIF2A	OPC_L1-6_PDGFRA_NA
TMEM165	OPC_L1-6_PDGFRA_NA
ACER3	OPC_L1-6_PDGFRA_NA
ETV6	OPC_L1-6_PDGFRA_NA
SPAG9	OPC_L1-6_PDGFRA_NA
ANKRD10	OPC_L1-6_PDGFRA_NA
CRB1	OPC_L1-6_PDGFRA_NA
WSB1	OPC_L1-6_PDGFRA_NA
ASAP1	OPC_L1-6_PDGFRA_NA
DNER	OPC_L1-6_PDGFRA_NA
SFPQ	OPC_L1-6_PDGFRA_NA
PTPRK	OPC_L1-6_PDGFRA_NA
KHDRBS3	OPC_L1-6_PDGFRA_NA
RNF180	OPC_L1-6_PDGFRA_NA
ARAP2	OPC_L1-6_PDGFRA_NA
ST8SIA1	OPC_L1-6_PDGFRA_NA
CTNNA3	OPC_L1-6_PDGFRA_NA
RICTOR	OPC_L1-6_PDGFRA_NA
LPP	OPC_L1-6_PDGFRA_NA
BAZ2B	OPC_L1-6_PDGFRA_NA
DENND5A	OPC_L1-6_PDGFRA_NA
ST5	OPC_L1-6_PDGFRA_NA
ATM	OPC_L1-6_PDGFRA_NA
KLF12	OPC_L1-6_PDGFRA_NA
PRUNE2	OPC_L1-6_PDGFRA_NA
RNF150	OPC_L1-6_PDGFRA_NA
LPGAT1	OPC_L1-6_PDGFRA_NA
WDFY2	OPC_L1-6_PDGFRA_NA
TNKS	OPC_L1-6_PDGFRA_NA
PSD3	OPC_L1-6_PDGFRA_NA
PHACTR3	OPC_L1-6_PDGFRA_NA
SCN1A	OPC_L1-6_PDGFRA_NA
BPTF	OPC_L1-6_PDGFRA_NA
CPEB4	OPC_L1-6_PDGFRA_NA
SIPA1L3	OPC_L1-6_PDGFRA_NA
GPATCH2L	OPC_L1-6_PDGFRA_NA
GAB2	OPC_L1-6_PDGFRA_NA
FOXN3	OPC_L1-6_PDGFRA_NA
HNRNPA2B1	OPC_L1-6_PDGFRA_NA
PSME4	OPC_L1-6_PDGFRA_NA
LMF1	OPC_L1-6_PDGFRA_NA
TRIM2	OPC_L1-6_PDGFRA_NA
KAT6A	OPC_L1-6_PDGFRA_NA
KANSL1L	OPC_L1-6_PDGFRA_NA
CAMSAP2	OPC_L1-6_PDGFRA_NA
SMARCC1	OPC_L1-6_PDGFRA_NA
CLIP2	OPC_L1-6_PDGFRA_NA
PDE8A	OPC_L1-6_PDGFRA_NA
DIAPH2	OPC_L1-6_PDGFRA_NA
DLG1	OPC_L1-6_PDGFRA_NA
KIAA1958	OPC_L1-6_PDGFRA_NA
PTBP2	OPC_L1-6_PDGFRA_NA
PLCL1	OPC_L1-6_PDGFRA_NA
C1orf21	OPC_L1-6_PDGFRA_NA
SOGA1	OPC_L1-6_PDGFRA_NA
NIPBL	OPC_L1-6_PDGFRA_NA
MAP4K4	OPC_L1-6_PDGFRA_NA
KIAA1211	OPC_L1-6_PDGFRA_NA
ERBIN	OPC_L1-6_PDGFRA_NA
PLXDC2	OPC_L1-6_PDGFRA_NA
CEP170	OPC_L1-6_PDGFRA_NA
FRYL	OPC_L1-6_PDGFRA_NA
GPBP1	OPC_L1-6_PDGFRA_NA
HECTD1	OPC_L1-6_PDGFRA_NA
MAN2A1	OPC_L1-6_PDGFRA_NA
STX8	OPC_L1-6_PDGFRA_NA
SYT17	OPC_L1-6_PDGFRA_NA
RNF130	OPC_L1-6_PDGFRA_NA
PDE1C	OPC_L1-6_PDGFRA_NA
MLLT4	OPC_L1-6_PDGFRA_NA
NFIB	OPC_L1-6_PDGFRA_NA
HDAC4	OPC_L1-6_PDGFRA_NA
MYO5A	OPC_L1-6_PDGFRA_NA
ZNF131	OPC_L1-6_PDGFRA_NA
RAB2A	OPC_L1-6_PDGFRA_NA
PRKACB	OPC_L1-6_PDGFRA_NA
DOCK9	OPC_L1-6_PDGFRA_NA
ELF2	OPC_L1-6_PDGFRA_NA
C16orf62	OPC_L1-6_PDGFRA_NA
LCOR	OPC_L1-6_PDGFRA_NA
SEPT7	OPC_L1-6_PDGFRA_NA
DNAJC6	OPC_L1-6_PDGFRA_NA
AGO3	OPC_L1-6_PDGFRA_NA
DPH6	OPC_L1-6_PDGFRA_NA
STAG1	OPC_L1-6_PDGFRA_NA
SDCCAG8	OPC_L1-6_PDGFRA_NA
PKP4	OPC_L1-6_PDGFRA_NA
SLC24A2	OPC_L1-6_PDGFRA_NA
SRGAP2	OPC_L1-6_PDGFRA_NA
GATS	OPC_L1-6_PDGFRA_NA
FAM69A	OPC_L1-6_PDGFRA_NA
SLC27A6	Inh_L1-3_SST_CALB1
FBN2	Inh_L1-3_SST_CALB1
NXPH2	Inh_L1-3_SST_CALB1
GRIK1	Inh_L1-3_SST_CALB1
NXPH1	Inh_L1-3_SST_CALB1
KIF26B	Inh_L1-3_SST_CALB1
GRIK3	Inh_L1-3_SST_CALB1
SGCZ	Inh_L1-3_SST_CALB1
KIAA1217	Inh_L1-3_SST_CALB1
C20orf100	Inh_L1-3_SST_CALB1
CMTM8	Inh_L1-3_SST_CALB1
SPOCK3	Inh_L1-3_SST_CALB1
ZNF385D	Inh_L1-3_SST_CALB1
SOX6	Inh_L1-3_SST_CALB1
TIAM1	Inh_L1-3_SST_CALB1
THSD7A	Inh_L1-3_SST_CALB1
SLC24A3	Inh_L1-3_SST_CALB1
NETO2	Inh_L1-3_SST_CALB1
KCNIP1	Inh_L1-3_SST_CALB1
FSTL5	Inh_L1-3_SST_CALB1
TMEM132C	Inh_L1-3_SST_CALB1
LRP8	Inh_L1-3_SST_CALB1
TENM1	Inh_L1-3_SST_CALB1
SYNPR	Inh_L1-3_SST_CALB1
TENM3	Inh_L1-3_SST_CALB1
RP5-972B16.2	Inh_L1-3_SST_CALB1
PCSK5	Inh_L1-3_SST_CALB1
COL25A1	Inh_L1-3_SST_CALB1
STXBP6	Inh_L1-3_SST_CALB1
BCL11A	Inh_L1-3_SST_CALB1
PTPRM	Inh_L1-3_SST_CALB1
GRIP2	Inh_L1-3_SST_CALB1
TMEFF2	Inh_L1-3_SST_CALB1
VAV2	Inh_L1-3_SST_CALB1
MPPED1	Inh_L1-3_SST_CALB1
FAM135B	Inh_L1-3_SST_CALB1
LHFPL3	Inh_L1-3_SST_CALB1
PTCHD4	Inh_L1-3_SST_CALB1
MAN1A1	Inh_L1-3_SST_CALB1
PIP5K1B	Inh_L1-3_SST_CALB1
SNRPN	Inh_L1-3_SST_CALB1
TMTC1	Inh_L1-3_SST_CALB1
ZNF608	Inh_L1-3_SST_CALB1
RUNX1T1	Inh_L1-3_SST_CALB1
ADAMTS19	Inh_L1-3_SST_CALB1
CUX2	Inh_L1-3_SST_CALB1
BCL11B	Inh_L1-3_SST_CALB1
MYRIP	Inh_L1-3_SST_CALB1
MARCH4	Inh_L1-3_SST_CALB1
CDH9	Inh_L1-3_SST_CALB1
GRIN3A	Inh_L1-3_SST_CALB1
RASGRF2	Inh_L1-3_SST_CALB1
PCDH11X	Inh_L1-3_SST_CALB1
WLS	Inh_L1-3_SST_CALB1
HCN1	Inh_L1-3_SST_CALB1
CDH8	Inh_L1-3_SST_CALB1
KLF12	Inh_L1-3_SST_CALB1
TMTC2	Inh_L1-3_SST_CALB1
PACRG	Inh_L1-3_SST_CALB1
VWC2	Inh_L1-3_SST_CALB1
PLCH1	Inh_L1-3_SST_CALB1
SMARCA2	Inh_L1-3_SST_CALB1
FAM78B	Inh_L1-3_SST_CALB1
KCNAB1	Inh_L1-3_SST_CALB1
TSHZ3	Inh_L1-3_SST_CALB1
DSCAML1	Inh_L1-3_SST_CALB1
ST6GALNAC3	Inh_L1-3_SST_CALB1
SETBP1	Inh_L1-3_SST_CALB1
ZBTB20	Inh_L1-3_SST_CALB1
RPH3A	Inh_L1-3_SST_CALB1
SLC8A3	Inh_L1-3_SST_CALB1
TCF12	Inh_L1-3_SST_CALB1
ADCY8	Inh_L1-3_SST_CALB1
SHTN1	Inh_L1-3_SST_CALB1
SH3PXD2A	Inh_L1-3_SST_CALB1
CACNG8	Inh_L1-3_SST_CALB1
NCOA2	Inh_L1-3_SST_CALB1
GPC6	Inh_L1-3_SST_CALB1
OSBPL3	Inh_L1-3_SST_CALB1
GAD1	Inh_L1-3_SST_CALB1
SFMBT2	Inh_L1-3_SST_CALB1
ZNF462	Inh_L1-3_SST_CALB1
ELAVL2	Inh_L1-3_SST_CALB1
MAP3K5	Inh_L1-3_SST_CALB1
NOS1AP	Inh_L1-3_SST_CALB1
PTPRO	Inh_L1-3_SST_CALB1
DPYSL5	Inh_L1-3_SST_CALB1
REPS2	Inh_L1-3_SST_CALB1
AAK1	Inh_L1-3_SST_CALB1
RAB3C	Inh_L1-3_SST_CALB1
CACNG3	Inh_L1-3_SST_CALB1
SIPA1L3	Inh_L1-3_SST_CALB1
VSTM2A	Inh_L1-3_SST_CALB1
ANTXR1	Inh_L1-3_SST_CALB1
RANBP17	Inh_L1-3_SST_CALB1
KIAA1324	Inh_L1-3_SST_CALB1
LRRN2	Inh_L1-3_SST_CALB1
CACNG2	Inh_L1-3_SST_CALB1
SCAMP5	Inh_L1-3_SST_CALB1
TRERF1	Inh_L1-3_SST_CALB1
PHKB	Inh_L1-3_SST_CALB1
GARNL3	Inh_L1-3_SST_CALB1
KCNT1	Inh_L1-3_SST_CALB1
ZNF536	Inh_L1-3_SST_CALB1
RCAN2	Inh_L1-3_SST_CALB1
ANO4	Inh_L1-3_SST_CALB1
ATG5	Inh_L1-3_SST_CALB1
PCDH11Y	Inh_L1-3_SST_CALB1
SGSM1	Inh_L1-3_SST_CALB1
PCDH15	Inh_L1-3_SST_CALB1
TUSC3	Inh_L1-3_SST_CALB1
TRANK1	Inh_L1-3_SST_CALB1
MICU3	Inh_L1-3_SST_CALB1
NETO1	Inh_L1-3_SST_CALB1
MAST4	Inh_L1-3_SST_CALB1
NLGN4Y	Inh_L1-3_SST_CALB1
SOS2	Inh_L1-3_SST_CALB1
GIT2	Inh_L1-3_SST_CALB1
SLC6A1	Inh_L1-3_SST_CALB1
AGPAT4	Inh_L1-3_SST_CALB1
C11orf58	Inh_L1-3_SST_CALB1
SLC24A2	Inh_L1-3_SST_CALB1
ZEB2	Inh_L1-3_SST_CALB1
PTPRJ	Inh_L1-3_SST_CALB1
TCF20	Inh_L1-3_SST_CALB1
RAPGEF4	Inh_L1-3_SST_CALB1
CTTNBP2	Inh_L1-3_SST_CALB1
GLCE	Inh_L1-3_SST_CALB1
INPP4B	Inh_L1-3_SST_CALB1
OSBPL10	Inh_L1-3_SST_CALB1
MLLT3	Inh_L1-3_SST_CALB1
CLVS2	Inh_L1-3_SST_CALB1
PDE1C	Inh_L1-3_SST_CALB1
ASXL3	Inh_L1-3_SST_CALB1
ST5	Inh_L1-3_SST_CALB1
DAPK1	Inh_L1-3_SST_CALB1
DOCK10	Inh_L1-3_SST_CALB1
DAP3	Inh_L1-3_SST_CALB1
TRIM2	Inh_L1-3_SST_CALB1
DENND5A	Inh_L1-3_SST_CALB1
MPP6	Inh_L1-3_SST_CALB1
KLHL32	Inh_L1-3_SST_CALB1
ELMOD1	Inh_L1-3_SST_CALB1
SYT16	Inh_L1-3_SST_CALB1
GAB2	Inh_L1-3_SST_CALB1
SRGAP2	Inh_L1-3_SST_CALB1
LRRTM3	Inh_L1-3_SST_CALB1
ENAH	Inh_L1-3_SST_CALB1
ZNF804B	Inh_L1-3_SST_CALB1
FARP1	Inh_L1-3_SST_CALB1
RP11-701H24.9	Inh_L1-3_SST_CALB1
ZNF652	Inh_L1-3_SST_CALB1
GPR155	Inh_L1-3_SST_CALB1
ZNF385B	Inh_L1-3_SST_CALB1
MTMR7	Inh_L1-3_SST_CALB1
ITSN1	Inh_L1-3_SST_CALB1
MAGED1	Inh_L1-3_SST_CALB1
LRRFIP1	Inh_L1-3_SST_CALB1
SCMH1	Inh_L1-3_SST_CALB1
CELF5	Inh_L1-3_SST_CALB1
FCHSD2	Inh_L1-3_SST_CALB1
OSBP2	Inh_L1-3_SST_CALB1
SYT14	Inh_L1-3_SST_CALB1
SCN1A	Inh_L1-3_SST_CALB1
KIT	Inh_L1-2_LAMP5_DBP
ROR2	Inh_L1-2_LAMP5_DBP
EYA4	Inh_L1-2_LAMP5_DBP
FGF13	Inh_L1-2_LAMP5_DBP
PRELID2	Inh_L1-2_LAMP5_DBP
SOX13	Inh_L1-2_LAMP5_DBP
KIRREL	Inh_L1-2_LAMP5_DBP
C20orf100	Inh_L1-2_LAMP5_DBP
ALK	Inh_L1-2_LAMP5_DBP
ADARB2	Inh_L1-2_LAMP5_DBP
MYO16	Inh_L1-2_LAMP5_DBP
BCL11B	Inh_L1-2_LAMP5_DBP
NRIP3	Inh_L1-2_LAMP5_DBP
FBXL7	Inh_L1-2_LAMP5_DBP
RP11-2E17.1	Inh_L1-2_LAMP5_DBP
GRIP2	Inh_L1-2_LAMP5_DBP
SGCZ	Inh_L1-2_LAMP5_DBP
KCNIP1	Inh_L1-2_LAMP5_DBP
KCNAB1	Inh_L1-2_LAMP5_DBP
SLC6A1	Inh_L1-2_LAMP5_DBP
FSTL5	Inh_L1-2_LAMP5_DBP
ZNF536	Inh_L1-2_LAMP5_DBP
GRIK1	Inh_L1-2_LAMP5_DBP
ADAMTSL3	Inh_L1-2_LAMP5_DBP
SLC25A48	Inh_L1-2_LAMP5_DBP
EGFR	Inh_L1-2_LAMP5_DBP
DGKD	Inh_L1-2_LAMP5_DBP
PTCHD4	Inh_L1-2_LAMP5_DBP
DSCAML1	Inh_L1-2_LAMP5_DBP
MTSS1	Inh_L1-2_LAMP5_DBP
PID1	Inh_L1-2_LAMP5_DBP
NTNG1	Inh_L1-2_LAMP5_DBP
GAD2	Inh_L1-2_LAMP5_DBP
DOCK10	Inh_L1-2_LAMP5_DBP
DNER	Inh_L1-2_LAMP5_DBP
NXPH1	Inh_L1-2_LAMP5_DBP
FREM1	Inh_L1-2_LAMP5_DBP
CNTNAP4	Inh_L1-2_LAMP5_DBP
FRY	Inh_L1-2_LAMP5_DBP
WWP1	Inh_L1-2_LAMP5_DBP
KIAA1211	Inh_L1-2_LAMP5_DBP
SPHKAP	Inh_L1-2_LAMP5_DBP
RAB3C	Inh_L1-2_LAMP5_DBP
PIP5K1B	Inh_L1-2_LAMP5_DBP
LUZP2	Inh_L1-2_LAMP5_DBP
TMTC2	Inh_L1-2_LAMP5_DBP
RPH3A	Inh_L1-2_LAMP5_DBP
VWC2	Inh_L1-2_LAMP5_DBP
PTPRM	Inh_L1-2_LAMP5_DBP
EEPD1	Inh_L1-2_LAMP5_DBP
ADRBK2	Inh_L1-2_LAMP5_DBP
MPPED1	Inh_L1-2_LAMP5_DBP
TOX3	Inh_L1-2_LAMP5_DBP
HOMER2	Inh_L1-2_LAMP5_DBP
CHST11	Inh_L1-2_LAMP5_DBP
GAD1	Inh_L1-2_LAMP5_DBP
SH3RF3	Inh_L1-2_LAMP5_DBP
RP11-58C22.1	Inh_L1-2_LAMP5_DBP
ENTPD3	Inh_L1-2_LAMP5_DBP
GRIN3A	Inh_L1-2_LAMP5_DBP
HPSE2	Inh_L1-2_LAMP5_DBP
SLC35F4	Inh_L1-2_LAMP5_DBP
SGK1	Inh_L1-2_LAMP5_DBP
KCNC2	Inh_L1-2_LAMP5_DBP
ABCC1	Inh_L1-2_LAMP5_DBP
PLCXD3	Inh_L1-2_LAMP5_DBP
RBMS3	Inh_L1-2_LAMP5_DBP
EXT1	Inh_L1-2_LAMP5_DBP
FAM110B	Inh_L1-2_LAMP5_DBP
SLC35F1	Inh_L1-2_LAMP5_DBP
RIMBP2	Inh_L1-2_LAMP5_DBP
GABRB2	Inh_L1-2_LAMP5_DBP
PDZRN3	Inh_L1-2_LAMP5_DBP
KIAA1324L	Inh_L1-2_LAMP5_DBP
ANKH	Inh_L1-2_LAMP5_DBP
ZMAT4	Inh_L1-2_LAMP5_DBP
CDH13	Inh_L1-2_LAMP5_DBP
CCDC85A	Inh_L1-2_LAMP5_DBP
TIAM1	Inh_L1-2_LAMP5_DBP
FRAS1	Inh_L1-2_LAMP5_DBP
COBL	Inh_L1-2_LAMP5_DBP
NHS	Inh_L1-2_LAMP5_DBP
NFIB	Inh_L1-2_LAMP5_DBP
PRKCA	Inh_L1-2_LAMP5_DBP
POLA1	Inh_L1-2_LAMP5_DBP
ADRA1A	Inh_L1-2_LAMP5_DBP
NYAP2	Inh_L1-2_LAMP5_DBP
CAP2	Inh_L1-2_LAMP5_DBP
SH3GL3	Inh_L1-2_LAMP5_DBP
IGSF11	Inh_L1-2_LAMP5_DBP
SLCO3A1	Inh_L1-2_LAMP5_DBP
DOCK9	Inh_L1-2_LAMP5_DBP
NFIX	Inh_L1-2_LAMP5_DBP
MAML3	Inh_L1-2_LAMP5_DBP
LCORL	Inh_L1-2_LAMP5_DBP
SCN1A	Inh_L1-2_LAMP5_DBP
MMD2	Inh_L1-2_LAMP5_DBP
POU6F2	Inh_L1-2_LAMP5_DBP
PLCL2	Inh_L1-2_LAMP5_DBP
RASGRF1	Inh_L1-2_LAMP5_DBP
PDE10A	Inh_L1-2_LAMP5_DBP
LRRFIP2	Inh_L1-2_LAMP5_DBP
ADCY5	Inh_L1-2_LAMP5_DBP
AC116366.7	Inh_L1-2_LAMP5_DBP
PKNOX2	Inh_L1-2_LAMP5_DBP
LRRN2	Inh_L1-2_LAMP5_DBP
AMMECR1	Inh_L1-2_LAMP5_DBP
BRINP2	Inh_L1-2_LAMP5_DBP
GTF2IRD1	Inh_L1-2_LAMP5_DBP
GNAL	Inh_L1-2_LAMP5_DBP
DOK6	Inh_L1-2_LAMP5_DBP
TCF20	Inh_L1-2_LAMP5_DBP
CDH4	Inh_L1-2_LAMP5_DBP
HS3ST5	Inh_L1-2_LAMP5_DBP
IL1RAPL2	Inh_L1-2_LAMP5_DBP
ANKRD44	Inh_L1-2_LAMP5_DBP
RNF150	Inh_L1-2_LAMP5_DBP
MCTP1	Inh_L1-2_LAMP5_DBP
SERINC5	Inh_L1-2_LAMP5_DBP
NETO1	Inh_L1-2_LAMP5_DBP
RGS12	Inh_L1-2_LAMP5_DBP
GARNL3	Inh_L1-2_LAMP5_DBP
PTPRB	Inh_L1-2_LAMP5_DBP
HDAC9	Inh_L1-2_LAMP5_DBP
MPP6	Inh_L1-2_LAMP5_DBP
GAS7	Inh_L1-2_LAMP5_DBP
KANSL1L	Inh_L1-2_LAMP5_DBP
DIAPH2	Inh_L1-2_LAMP5_DBP
TRERF1	Inh_L1-2_LAMP5_DBP
ZEB2	Inh_L1-2_LAMP5_DBP
SLC25A12	Inh_L1-2_LAMP5_DBP
MTR	Inh_L1-2_LAMP5_DBP
ARID5B	Inh_L1-2_LAMP5_DBP
PAK3	Inh_L1-2_LAMP5_DBP
FCHSD2	Inh_L1-2_LAMP5_DBP
PHF14	Inh_L1-2_LAMP5_DBP
SHISA6	Inh_L1-2_LAMP5_DBP
GPR158	Inh_L1-2_LAMP5_DBP
SLC2A13	Inh_L1-2_LAMP5_DBP
TERF2IP	Inh_L1-2_LAMP5_DBP
NOS1AP	Inh_L1-2_LAMP5_DBP
SNRPN	Inh_L1-2_LAMP5_DBP
ABI1	Inh_L1-2_LAMP5_DBP
RANBP17	Inh_L1-2_LAMP5_DBP
KCND3	Inh_L1-2_LAMP5_DBP
FAM13C	Inh_L1-2_LAMP5_DBP
LRRC8B	Inh_L1-2_LAMP5_DBP
APBA1	Inh_L1-2_LAMP5_DBP
EPHA3	Inh_L1-2_LAMP5_DBP
NPTXR	Inh_L1-2_LAMP5_DBP
MYRIP	Inh_L1-2_LAMP5_DBP
ADD3	Inh_L1-2_LAMP5_DBP
REV3L	Inh_L1-2_LAMP5_DBP
SRGAP2	Inh_L1-2_LAMP5_DBP
PAK7	Inh_L1-2_LAMP5_DBP
SEMA6D	Inh_L1-2_LAMP5_DBP
GALNT18	Inh_L1-2_LAMP5_DBP
SLIT2	Inh_L1-2_LAMP5_DBP
FOXN3	Inh_L1-2_LAMP5_DBP
PRICKLE2	Inh_L1-2_LAMP5_DBP
CDR2	Inh_L1-2_LAMP5_DBP
ANO4	Inh_L1-2_LAMP5_DBP
PPFIBP1	Inh_L1-2_LAMP5_DBP
GRIK4	Inh_L1-2_LAMP5_DBP
FBN1	Inh_L1-2_LAMP5_DBP
CCNH	Inh_L1-2_LAMP5_DBP
PKP4	Inh_L1-2_LAMP5_DBP
MTMR7	Inh_L1-2_LAMP5_DBP
TIAM2	Inh_L1-2_LAMP5_DBP
TLK1	Inh_L1-2_LAMP5_DBP
ST8SIA5	Inh_L1-2_LAMP5_DBP
KIAA1958	Inh_L1-2_LAMP5_DBP
MAGI3	Inh_L1-2_LAMP5_DBP
TTC39C	Inh_L1-2_LAMP5_DBP
EPN2	Inh_L1-2_LAMP5_DBP
ADAM22	Inh_L1-2_LAMP5_DBP
ZBTB16	Inh_L1-2_LAMP5_DBP
OSBPL6	Inh_L1-2_LAMP5_DBP
SIPA1L3	Inh_L1-2_LAMP5_DBP
PRKAA2	Inh_L1-2_LAMP5_DBP
WSB1	Inh_L1-2_LAMP5_DBP
ZNF804B	Inh_L1-2_LAMP5_DBP
CACNG2	Inh_L1-2_LAMP5_DBP
SSBP2	Inh_L1-2_LAMP5_DBP
MPDZ	Inh_L1-2_LAMP5_DBP
TCF12	Inh_L1-2_LAMP5_DBP
JAKMIP1	Inh_L1-2_LAMP5_DBP
KCNJ3	Inh_L1-2_LAMP5_DBP
BICD1	Inh_L1-2_LAMP5_DBP
ZNF292	Inh_L1-2_LAMP5_DBP
ST5	Inh_L1-2_LAMP5_DBP
SH3KBP1	Inh_L1-2_LAMP5_DBP
C8orf34	Inh_L1-2_LAMP5_DBP
LRRTM3	Inh_L1-2_LAMP5_DBP
CSMD2	Inh_L1-2_LAMP5_DBP
TNRC18	Inh_L1-2_LAMP5_DBP
PITPNM2	Inh_L1-2_LAMP5_DBP
CRTC3	Inh_L1-2_LAMP5_DBP
GNG7	Inh_L1-2_LAMP5_DBP
SH3PXD2A	Inh_L1-2_LAMP5_DBP
DPH6	Inh_L1-2_LAMP5_DBP
SUSD4	Inh_L1-2_LAMP5_DBP
AIG1	Inh_L1-2_LAMP5_DBP
PLCH1	Exc_L3-5_RORB_TWIST2
OTOGL	Exc_L3-5_RORB_TWIST2
TSHZ2	Exc_L3-5_RORB_TWIST2
TCERG1L	Exc_L3-5_RORB_TWIST2
CPNE4	Exc_L3-5_RORB_TWIST2
ZNF804B	Exc_L3-5_RORB_TWIST2
SEMA6D	Exc_L3-5_RORB_TWIST2
PDZRN4	Exc_L3-5_RORB_TWIST2
DCC	Exc_L3-5_RORB_TWIST2
LCORL	Exc_L3-5_RORB_TWIST2
POU6F2	Exc_L3-5_RORB_TWIST2
SNED1	Exc_L3-5_RORB_TWIST2
PDE10A	Exc_L3-5_RORB_TWIST2
PCSK2	Exc_L3-5_RORB_TWIST2
CA10	Exc_L3-5_RORB_TWIST2
ANO3	Exc_L3-5_RORB_TWIST2
ST6GAL2	Exc_L3-5_RORB_TWIST2
CACNB4	Exc_L3-5_RORB_TWIST2
SLIT1	Exc_L3-5_RORB_TWIST2
C8orf34	Exc_L3-5_RORB_TWIST2
RORB	Exc_L3-5_RORB_TWIST2
PCDH11X	Exc_L3-5_RORB_TWIST2
CCDC3	Exc_L3-5_RORB_TWIST2
SATB2	Exc_L3-5_RORB_TWIST2
KCNB2	Exc_L3-5_RORB_TWIST2
NTNG1	Exc_L3-5_RORB_TWIST2
EFNA5	Exc_L3-5_RORB_TWIST2
EPHA4	Exc_L3-5_RORB_TWIST2
RNF144A	Exc_L3-5_RORB_TWIST2
SYT17	Exc_L3-5_RORB_TWIST2
SLC44A5	Exc_L3-5_RORB_TWIST2
CDH8	Exc_L3-5_RORB_TWIST2
GUCY1A2	Exc_L3-5_RORB_TWIST2
IQCA1	Exc_L3-5_RORB_TWIST2
TRHDE	Exc_L3-5_RORB_TWIST2
CLSTN2	Exc_L3-5_RORB_TWIST2
MAML3	Exc_L3-5_RORB_TWIST2
FOXP2	Exc_L3-5_RORB_TWIST2
FAM189A1	Exc_L3-5_RORB_TWIST2
KCNH5	Exc_L3-5_RORB_TWIST2
ZMAT4	Exc_L3-5_RORB_TWIST2
ADAMTS19	Exc_L3-5_RORB_TWIST2
COL26A1	Exc_L3-5_RORB_TWIST2
MMP17	Exc_L3-5_RORB_TWIST2
MLIP	Exc_L3-5_RORB_TWIST2
KHDRBS3	Exc_L3-5_RORB_TWIST2
SLC2A13	Exc_L3-5_RORB_TWIST2
SCN3A	Exc_L3-5_RORB_TWIST2
FAM134B	Exc_L3-5_RORB_TWIST2
BRINP3	Exc_L3-5_RORB_TWIST2
PDZRN3	Exc_L3-5_RORB_TWIST2
MPPED2	Exc_L3-5_RORB_TWIST2
MARK1	Exc_L3-5_RORB_TWIST2
OLFM3	Exc_L3-5_RORB_TWIST2
NECAB1	Exc_L3-5_RORB_TWIST2
KCNT2	Exc_L3-5_RORB_TWIST2
MLLT3	Exc_L3-5_RORB_TWIST2
KCNH1	Exc_L3-5_RORB_TWIST2
CELF5	Exc_L3-5_RORB_TWIST2
KIAA1324	Exc_L3-5_RORB_TWIST2
FBXL2	Exc_L3-5_RORB_TWIST2
CNTN3	Exc_L3-5_RORB_TWIST2
RAP1GAP2	Exc_L3-5_RORB_TWIST2
NIN	Exc_L3-5_RORB_TWIST2
CAMKK1	Exc_L3-5_RORB_TWIST2
FMN1	Exc_L3-5_RORB_TWIST2
STXBP1	Exc_L3-5_RORB_TWIST2
GPR158	Exc_L3-5_RORB_TWIST2
SH3GL2	Exc_L3-5_RORB_TWIST2
RAP1GAP	Exc_L3-5_RORB_TWIST2
FAT3	Exc_L3-5_RORB_TWIST2
BMPR2	Exc_L3-5_RORB_TWIST2
TTC39C	Exc_L3-5_RORB_TWIST2
SCN2A	Exc_L3-5_RORB_TWIST2
KIAA1211L	Exc_L3-5_RORB_TWIST2
SNCA	Exc_L3-5_RORB_TWIST2
CMSS1	Exc_L3-5_RORB_TWIST2
RTN1	Exc_L3-5_RORB_TWIST2
HTR2C	Exc_L4-6_FEZF2_IL26
FGFR1	Exc_L4-6_FEZF2_IL26
CRYM	Exc_L4-6_FEZF2_IL26
TSHZ2	Exc_L4-6_FEZF2_IL26
HS3ST4	Exc_L4-6_FEZF2_IL26
ADAMTSL1	Exc_L4-6_FEZF2_IL26
ZNF385D	Exc_L4-6_FEZF2_IL26
SORCS2	Exc_L4-6_FEZF2_IL26
TLE4	Exc_L4-6_FEZF2_IL26
PDE9A	Exc_L4-6_FEZF2_IL26
BCL11B	Exc_L4-6_FEZF2_IL26
KIAA1456	Exc_L4-6_FEZF2_IL26
DLC1	Exc_L4-6_FEZF2_IL26
TLL1	Exc_L4-6_FEZF2_IL26
CPNE7	Exc_L4-6_FEZF2_IL26
RANBP17	Exc_L4-6_FEZF2_IL26
