Gene	cluster
PAK3	Inh_L5-6_SST_KLHDC8A
FARP1	Inh_L5-6_SST_KLHDC8A
SHTN1	Inh_L5-6_SST_KLHDC8A
IQSEC1	Inh_L5-6_SST_KLHDC8A
NFASC	Inh_L5-6_SST_KLHDC8A
REPS2	Inh_L5-6_SST_KLHDC8A
PHKB	Inh_L5-6_SST_KLHDC8A
TLN2	Inh_L5-6_SST_KLHDC8A
NOS1AP	Inh_L5-6_SST_KLHDC8A
SETBP1	Inh_L5-6_SST_KLHDC8A
PCNX2	Inh_L5-6_SST_KLHDC8A
TCF20	Inh_L5-6_SST_KLHDC8A
VPS13C	Inh_L5-6_SST_KLHDC8A
SIPA1L3	Inh_L5-6_SST_KLHDC8A
BACH2	Inh_L5-6_SST_KLHDC8A
RALGPS1	Inh_L5-6_SST_KLHDC8A
ASCC3	Inh_L5-6_SST_KLHDC8A
CTTNBP2	Inh_L5-6_SST_KLHDC8A
TASP1	Inh_L5-6_SST_KLHDC8A
PAN3	Inh_L5-6_SST_KLHDC8A
THSD7A	Inh_L5-6_SST_KLHDC8A
ADARB2	Inh_L1-2_SST_BAGE2
THSD7B	Inh_L1-2_SST_BAGE2
CHRNA7	Inh_L1-2_SST_BAGE2
RGS12	Inh_L1-2_SST_BAGE2
NPAS1	Inh_L1-2_SST_BAGE2
PLD5	Inh_L1-2_SST_BAGE2
RELN	Inh_L1-2_SST_BAGE2
SDK2	Inh_L1-2_SST_BAGE2
FSTL5	Inh_L1-2_SST_BAGE2
ZNF536	Inh_L1-2_SST_BAGE2
CNR1	Inh_L1-2_SST_BAGE2
KIAA1211	Inh_L1-2_SST_BAGE2
C8orf34	Inh_L1-2_SST_BAGE2
DOCK10	Inh_L1-2_SST_BAGE2
GRIP2	Inh_L1-2_SST_BAGE2
ZNF385D	Inh_L1-2_SST_BAGE2
CHST11	Inh_L1-2_SST_BAGE2
INPP4B	Inh_L1-2_SST_BAGE2
HS3ST5	Inh_L1-2_SST_BAGE2
SORCS3	Inh_L1-2_SST_BAGE2
KCNIP1	Inh_L1-2_SST_BAGE2
MTSS1	Inh_L1-2_SST_BAGE2
BTBD11	Inh_L1-2_SST_BAGE2
EGFR	Inh_L1-2_SST_BAGE2
DSCAML1	Inh_L1-2_SST_BAGE2
NHS	Inh_L1-2_SST_BAGE2
L3MBTL4	Inh_L1-2_SST_BAGE2
PRELID2	Inh_L1-2_SST_BAGE2
CCNH	Inh_L1-2_SST_BAGE2
PLPPR1	Inh_L1-2_SST_BAGE2
GRIK1	Inh_L1-2_SST_BAGE2
PRKCA	Inh_L1-2_SST_BAGE2
CNTNAP4	Inh_L1-2_SST_BAGE2
SDK1	Inh_L1-2_SST_BAGE2
SNRPN	Inh_L1-2_SST_BAGE2
RAB3C	Inh_L1-2_SST_BAGE2
SPOCK3	Inh_L1-2_SST_BAGE2
SHISA6	Inh_L1-2_SST_BAGE2
KCNT2	Inh_L1-2_SST_BAGE2
IL1RAPL2	Inh_L1-2_SST_BAGE2
PLCB4	Inh_L1-2_SST_BAGE2
MAML3	Inh_L1-2_SST_BAGE2
SEMA6D	Inh_L1-2_SST_BAGE2
PTPRM	Inh_L1-2_SST_BAGE2
RPH3A	Inh_L1-2_SST_BAGE2
DNER	Inh_L1-2_SST_BAGE2
RANBP17	Inh_L1-2_SST_BAGE2
SLC24A3	Inh_L1-2_SST_BAGE2
GRAMD1B	Inh_L1-2_SST_BAGE2
KCNC2	Inh_L1-2_SST_BAGE2
PRR16	Inh_L1-2_SST_BAGE2
SLC6A1	Inh_L1-2_SST_BAGE2
SEZ6L	Inh_L1-2_SST_BAGE2
TTC28	Inh_L1-2_SST_BAGE2
GNAL	Inh_L1-2_SST_BAGE2
NMNAT2	Inh_L1-2_SST_BAGE2
CACNA1D	Inh_L1-2_SST_BAGE2
PTPRE	Inh_L1-2_SST_BAGE2
RIPOR2	Inh_L1-2_SST_BAGE2
HDAC9	Inh_L1-2_SST_BAGE2
SH3RF3	Inh_L1-2_SST_BAGE2
PAK3	Inh_L1-2_SST_BAGE2
ANO4	Inh_L1-2_SST_BAGE2
MYO16	Inh_L1-2_SST_BAGE2
KCNJ3	Inh_L1-2_SST_BAGE2
GSE1	Inh_L1-2_SST_BAGE2
GAS7	Inh_L1-2_SST_BAGE2
ANKRD30BL	Inh_L1-2_SST_BAGE2
CDH4	Inh_L1-2_SST_BAGE2
ADRBK2	Inh_L1-2_SST_BAGE2
ZNF804B	Inh_L1-2_SST_BAGE2
CACNG2	Inh_L1-2_SST_BAGE2
CCDC85A	Inh_L1-2_SST_BAGE2
SYNPR	Inh_L1-2_SST_BAGE2
REV3L	Inh_L1-2_SST_BAGE2
NFIB	Inh_L1-2_SST_BAGE2
PKNOX2	Inh_L1-2_SST_BAGE2
GABRB2	Inh_L1-2_SST_BAGE2
GTF2IRD1	Inh_L1-2_SST_BAGE2
ZBTB16	Inh_L1-2_SST_BAGE2
CEP112	Inh_L1-2_SST_BAGE2
KCND3	Inh_L1-2_SST_BAGE2
CACNA1E	Inh_L1-2_SST_BAGE2
KIAA1549L	Inh_L1-2_SST_BAGE2
SLC44A5	Inh_L1-2_SST_BAGE2
TNRC18	Inh_L1-2_SST_BAGE2
FOXN3	Inh_L1-2_SST_BAGE2
TCF12	Inh_L1-2_SST_BAGE2
POU2F1	Inh_L1-2_SST_BAGE2
CDR2	Inh_L1-2_SST_BAGE2
REEP1	Inh_L1-2_SST_BAGE2
KCNAB1	Inh_L1-2_SST_BAGE2
GABRG3	Inh_L1-2_SST_BAGE2
PTPRO	Inh_L1-2_SST_BAGE2
GRIK4	Inh_L1-2_SST_BAGE2
NEDD4L	Inh_L1-2_SST_BAGE2
GPR137C	Inh_L1-2_SST_BAGE2
NR3C2	Inh_L1-2_SST_BAGE2
BICD1	Inh_L1-2_SST_BAGE2
SCLT1	Inh_L1-2_SST_BAGE2
EPB41L3	Inh_L1-2_SST_BAGE2
PID1	Inh_L1-2_SST_BAGE2
SCMH1	Inh_L1-2_SST_BAGE2
RALGPS1	Inh_L1-2_SST_BAGE2
RIMBP2	Inh_L1-2_SST_BAGE2
GPR158	Inh_L1-2_SST_BAGE2
LUZP2	Inh_L1-2_SST_BAGE2
SLC2A13	Inh_L1-2_SST_BAGE2
FAM49A	Inh_L1-2_SST_BAGE2
TCF20	Inh_L1-2_SST_BAGE2
C16orf45	Inh_L1-2_SST_BAGE2
SLCO3A1	Inh_L1-2_SST_BAGE2
ZSWIM5	Inh_L1-2_SST_BAGE2
FRY	Inh_L1-2_SST_BAGE2
GNAS	Inh_L1-2_SST_BAGE2
OSBPL8	Inh_L1-2_SST_BAGE2
TENM3	Inh_L1-2_SST_BAGE2
NXPH1	Inh_L1-2_SST_BAGE2
DOK6	Inh_L1-2_SST_BAGE2
SRRM4	Inh_L1-2_SST_BAGE2
THSD7A	Inh_L1-2_SST_BAGE2
CSMD2	Inh_L1-2_SST_BAGE2
TNKS	Inh_L1-2_SST_BAGE2
MICU1	Inh_L1-2_SST_BAGE2
ZNF292	Inh_L1-2_SST_BAGE2
GALNT13	Inh_L1-2_SST_BAGE2
GSK3B	Inh_L1-2_SST_BAGE2
SOBP	Inh_L1-2_SST_BAGE2
DOCK9	Inh_L1-2_SST_BAGE2
ZMAT4	Inh_L1-2_SST_BAGE2
FGD5	Inh_L2-4_VIP_SPAG17
ASIC4	Inh_L2-4_VIP_SPAG17
CALB2	Inh_L2-4_VIP_SPAG17
ADARB2	Inh_L2-4_VIP_SPAG17
LAMA3	Inh_L2-4_VIP_SPAG17
SYNPR	Inh_L2-4_VIP_SPAG17
RGS12	Inh_L2-4_VIP_SPAG17
BTBD11	Inh_L2-4_VIP_SPAG17
PROX1	Inh_L2-4_VIP_SPAG17
ADRA1B	Inh_L2-4_VIP_SPAG17
PTPRE	Inh_L2-4_VIP_SPAG17
SHISA6	Inh_L2-4_VIP_SPAG17
LYPD6B	Inh_L2-4_VIP_SPAG17
PLD5	Inh_L2-4_VIP_SPAG17
SLC24A3	Inh_L2-4_VIP_SPAG17
KCNT2	Inh_L2-4_VIP_SPAG17
NHS	Inh_L2-4_VIP_SPAG17
GRIN2D	Inh_L2-4_VIP_SPAG17
CNR1	Inh_L2-4_VIP_SPAG17
L3MBTL4	Inh_L2-4_VIP_SPAG17
CCNH	Inh_L2-4_VIP_SPAG17
THSD7B	Inh_L2-4_VIP_SPAG17
KIAA1211	Inh_L2-4_VIP_SPAG17
PDE3A	Inh_L2-4_VIP_SPAG17
THSD7A	Inh_L2-4_VIP_SPAG17
SEZ6	Inh_L2-4_VIP_SPAG17
B4GALT6	Inh_L2-4_VIP_SPAG17
VWC2L	Inh_L2-4_VIP_SPAG17
ZNF536	Inh_L2-4_VIP_SPAG17
NR3C2	Inh_L2-4_VIP_SPAG17
SDK1	Inh_L2-4_VIP_SPAG17
C8orf34	Inh_L2-4_VIP_SPAG17
ANK1	Inh_L2-4_VIP_SPAG17
MCC	Inh_L2-4_VIP_SPAG17
KCNIP1	Inh_L2-4_VIP_SPAG17
GALNT13	Inh_L2-4_VIP_SPAG17
SVEP1	Inh_L2-4_VIP_SPAG17
SEMA6D	Inh_L2-4_VIP_SPAG17
KIAA1456	Inh_L2-4_VIP_SPAG17
GAD1	Inh_L2-4_VIP_SPAG17
ELFN2	Inh_L2-4_VIP_SPAG17
ZNF804A	Inh_L2-4_VIP_SPAG17
PLPPR1	Inh_L2-4_VIP_SPAG17
MAPK4	Inh_L2-4_VIP_SPAG17
TENM3	Inh_L2-4_VIP_SPAG17
VWC2	Inh_L2-4_VIP_SPAG17
SYT14	Inh_L2-4_VIP_SPAG17
INPP4B	Inh_L2-4_VIP_SPAG17
ANO4	Inh_L2-4_VIP_SPAG17
HIP1	Inh_L2-4_VIP_SPAG17
ST8SIA5	Inh_L2-4_VIP_SPAG17
PLCB4	Inh_L2-4_VIP_SPAG17
DPF3	Inh_L2-4_VIP_SPAG17
AFAP1	Inh_L2-4_VIP_SPAG17
CCK	Inh_L2-4_VIP_SPAG17
PLXNA4	Inh_L2-4_VIP_SPAG17
LRRC3B	Inh_L2-4_VIP_SPAG17
SNRPN	Inh_L2-4_VIP_SPAG17
DOCK10	Inh_L2-4_VIP_SPAG17
DGKD	Inh_L2-4_VIP_SPAG17
KCNJ3	Inh_L2-4_VIP_SPAG17
SEZ6L	Inh_L2-4_VIP_SPAG17
SOBP	Inh_L2-4_VIP_SPAG17
RANBP17	Inh_L2-4_VIP_SPAG17
CACNA1D	Inh_L2-4_VIP_SPAG17
ERO1B	Inh_L2-4_VIP_SPAG17
GALNT14	Inh_L2-4_VIP_SPAG17
MLLT4	Inh_L2-4_VIP_SPAG17
CNTNAP4	Inh_L2-4_VIP_SPAG17
STIM1	Inh_L2-4_VIP_SPAG17
GTF2IRD1	Inh_L2-4_VIP_SPAG17
COL11A1	Inh_L2-4_VIP_SPAG17
PACSIN2	Inh_L2-4_VIP_SPAG17
FHOD3	Inh_L2-4_VIP_SPAG17
ADRA1A	Inh_L2-4_VIP_SPAG17
ZNF804B	Inh_L2-4_VIP_SPAG17
CCDC85A	Inh_L2-4_VIP_SPAG17
OSBPL3	Inh_L2-4_VIP_SPAG17
LCORL	Inh_L2-4_VIP_SPAG17
HDAC9	Inh_L2-4_VIP_SPAG17
NLGN4Y	Inh_L2-4_VIP_SPAG17
REV3L	Inh_L2-4_VIP_SPAG17
VOPP1	Inh_L2-4_VIP_SPAG17
PPP1R13B	Inh_L2-4_VIP_SPAG17
PAK3	Inh_L2-4_VIP_SPAG17
ENAH	Inh_L2-4_VIP_SPAG17
CLVS1	Inh_L2-4_VIP_SPAG17
TIAM1	Inh_L2-4_VIP_SPAG17
MTSS1	Inh_L2-4_VIP_SPAG17
GAB2	Inh_L2-4_VIP_SPAG17
FRAS1	Inh_L2-4_VIP_SPAG17
NELL1	Inh_L2-4_VIP_SPAG17
GNAS	Inh_L2-4_VIP_SPAG17
CCDC91	Inh_L2-4_VIP_SPAG17
RUNX1T1	Inh_L2-4_VIP_SPAG17
PDE10A	Inh_L2-4_VIP_SPAG17
PRKD1	Inh_L2-4_VIP_SPAG17
GSE1	Inh_L2-4_VIP_SPAG17
SLC35F3	Inh_L2-4_VIP_SPAG17
ZNF292	Inh_L2-4_VIP_SPAG17
SUSD4	Inh_L2-4_VIP_SPAG17
GPR158	Inh_L2-4_VIP_SPAG17
ABCC1	Inh_L2-4_VIP_SPAG17
ANKH	Inh_L2-4_VIP_SPAG17
CIT	Inh_L2-4_VIP_SPAG17
FIGN	Inh_L2-4_VIP_SPAG17
SCMH1	Inh_L2-4_VIP_SPAG17
SLC44A5	Inh_L2-4_VIP_SPAG17
OSBPL1A	Inh_L2-4_VIP_SPAG17
PPM1E	Inh_L2-4_VIP_SPAG17
LRFN2	Inh_L2-4_VIP_SPAG17
OLFM3	Inh_L2-4_VIP_SPAG17
PRR16	Inh_L2-4_VIP_SPAG17
GNAL	Inh_L2-4_VIP_SPAG17
RNF24	Inh_L2-4_VIP_SPAG17
SLC4A7	Inh_L2-4_VIP_SPAG17
ZEB2	Inh_L2-4_VIP_SPAG17
CYTH1	Inh_L2-4_VIP_SPAG17
ZNF385D	Inh_L2-4_VIP_SPAG17
TPST1	Inh_L2-4_VIP_SPAG17
ARHGAP20	Inh_L2-4_VIP_SPAG17
LANCL1	Inh_L2-4_VIP_SPAG17
DENND2A	Inh_L2-4_VIP_SPAG17
KLHL29	Inh_L2-4_VIP_SPAG17
CTTNBP2	Inh_L2-4_VIP_SPAG17
DLGAP3	Inh_L2-4_VIP_SPAG17
SLC8A3	Inh_L2-4_VIP_SPAG17
CALN1	Inh_L2-4_VIP_SPAG17
SPECC1	Inh_L2-4_VIP_SPAG17
ATP1B1	Inh_L2-4_VIP_SPAG17
CHST11	Inh_L2-4_VIP_SPAG17
MICU1	Inh_L2-4_VIP_SPAG17
GABRG3	Inh_L2-4_VIP_SPAG17
ATCAY	Inh_L2-4_VIP_SPAG17
TUSC3	Inh_L2-4_VIP_SPAG17
DLGAP4	Inh_L2-4_VIP_SPAG17
KLHL23	Inh_L2-4_VIP_SPAG17
CCNI	Inh_L2-4_VIP_SPAG17
SLC25A12	Inh_L2-4_VIP_SPAG17
SERGEF	Inh_L2-4_VIP_SPAG17
MAN1A2	Inh_L2-4_VIP_SPAG17
SETBP1	Inh_L2-4_VIP_SPAG17
PPM1H	Inh_L2-4_VIP_SPAG17
RNF175	Inh_L2-4_VIP_SPAG17
SLCO3A1	Inh_L2-4_VIP_SPAG17
SYT16	Inh_L2-4_VIP_SPAG17
IMMP2L	Inh_L2-4_VIP_SPAG17
ABL2	Inh_L2-4_VIP_SPAG17
SORCS3	Inh_L2-4_VIP_SPAG17
ANKRD30BL	Inh_L2-4_VIP_SPAG17
NFIC	Inh_L2-4_VIP_SPAG17
PDE1C	Inh_L2-4_VIP_SPAG17
DZIP1	Inh_L2-4_VIP_SPAG17
FAM19A5	Inh_L2-4_VIP_SPAG17
SGCZ	Inh_L2-4_VIP_SPAG17
NEDD4L	Inh_L2-4_VIP_SPAG17
NMNAT2	Inh_L2-4_VIP_SPAG17
GALNT7	Inh_L2-4_VIP_SPAG17
SMARCA2	Inh_L2-4_VIP_SPAG17
PDS5B	Inh_L2-4_VIP_SPAG17
EPHB1	Inh_L2-4_VIP_SPAG17
TTC39C	Inh_L2-4_VIP_SPAG17
NR3C1	Inh_L2-4_VIP_SPAG17
LARP1	Inh_L2-4_VIP_SPAG17
KIF5C	Inh_L2-4_VIP_SPAG17
SH3KBP1	Inh_L2-4_VIP_SPAG17
CACNG2	Inh_L2-4_VIP_SPAG17
SREBF2	Inh_L2-4_VIP_SPAG17
SIPA1L3	Inh_L2-4_VIP_SPAG17
ASAP1	Inh_L2-4_VIP_SPAG17
SHTN1	Inh_L2-4_VIP_SPAG17
DNER	Inh_L2-4_VIP_SPAG17
RUNDC3B	Inh_L2-4_VIP_SPAG17
ACACA	Inh_L2-4_VIP_SPAG17
CDH13	Inh_L2-4_VIP_SPAG17
RNF180	Inh_L2-4_VIP_SPAG17
NRG2	Inh_L2-4_VIP_SPAG17
GSK3B	Inh_L2-4_VIP_SPAG17
RP11-701H24.9	Inh_L2-4_VIP_SPAG17
TFDP2	Inh_L2-4_VIP_SPAG17
SAMD5	Inh_L2-4_VIP_SPAG17
OSBPL8	Inh_L2-4_VIP_SPAG17
MKL1	Inh_L2-4_VIP_SPAG17
DOK6	Inh_L2-4_VIP_SPAG17
KIAA1549L	Inh_L2-4_VIP_SPAG17
NR6A1	Inh_L2-4_VIP_SPAG17
TTC28	Inh_L2-4_VIP_SPAG17
ZSWIM5	Inh_L2-4_VIP_SPAG17
ALCAM	Inh_L2-4_VIP_SPAG17
AIG1	Inh_L2-4_VIP_SPAG17
ZMAT4	Inh_L2-4_VIP_SPAG17
FER	Inh_L2-4_VIP_SPAG17
KCND3	Inh_L2-4_VIP_SPAG17
PDZRN3	Inh_L2-4_VIP_SPAG17
SORCS1	Inh_L2-4_VIP_SPAG17
